t,c
0,0
153.50288,0
2700.5137,0
4354.898,151.78598
4749.1606,423.93597
5051.3643,696.0575
5353.4966,972.30066
5809.0615,1248.5912
6663.833,1508.5187
8470.943,1706.9159
10985.608,1802.4908
13577.589,1863.0559
16246.604,1905.0973
18900.416,1938.8907
